Age,Age Group,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary Slab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,26-35,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,Upto 5K,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
30,26-35,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,Upto 5K,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
30,26-35,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,Upto 5K,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
30,26-35,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,Upto 5K,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
30,26-35,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Upto 5K,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
30,26-35,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,10K-15K,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
30,26-35,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,Upto 5K,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
30,26-35,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,5301,5K-10K,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
30,26-35,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,Upto 5K,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
30,26-35,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,Upto 5K,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5K-10K,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
30,26-35,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,5K-10K,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
30,26-35,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,Upto 5K,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
30,26-35,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Upto 5K,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
30,26-35,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Upto 5K,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
30,26-35,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,Upto 5K,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
30,26-35,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,5K-10K,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
30,26-35,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,5K-10K,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
30,26-35,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,5K-10K,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
30,26-35,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,Upto 5K,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
30,26-35,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748,Upto 5K,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
31,26-35,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,Upto 5K,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
31,26-35,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,5K-10K,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
31,26-35,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,Upto 5K,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
31,26-35,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,Upto 5K,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,5K-10K,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
31,26-35,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,Upto 5K,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
31,26-35,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,Upto 5K,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
31,26-35,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,Upto 5K,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
31,26-35,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675,10K-15K,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
31,26-35,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,Upto 5K,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
31,26-35,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,5K-10K,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
31,26-35,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,Upto 5K,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,5K-10K,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
31,26-35,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,4821,Upto 5K,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
31,26-35,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,5K-10K,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
31,26-35,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,Upto 5K,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
31,26-35,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,5K-10K,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
31,26-35,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,5K-10K,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
31,26-35,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,5K-10K,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
31,26-35,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,Upto 5K,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
31,26-35,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,Upto 5K,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
31,26-35,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,Upto 5K,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
31,26-35,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,10K-15K,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
31,26-35,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,5K-10K,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
31,26-35,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,5K-10K,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
31,26-35,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,11557,10K-15K,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
31,26-35,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,Upto 5K,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
31,26-35,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,5K-10K,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
31,26-35,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married,2356,Upto 5K,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,Upto 5K,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
31,26-35,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,6932,5K-10K,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
31,26-35,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,5K-10K,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
31,26-35,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,Upto 5K,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
31,26-35,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,Upto 5K,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
31,26-35,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,Upto 5K,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
31,26-35,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,Upto 5K,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
31,26-35,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,5K-10K,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
31,26-35,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,5K-10K,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
31,26-35,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,5K-10K,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
31,26-35,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,Upto 5K,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
31,26-35,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,Upto 5K,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
31,26-35,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,5K-10K,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
31,26-35,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,Upto 5K,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
31,26-35,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,15K+,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
31,26-35,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,Upto 5K,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
31,26-35,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,10K-15K,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
31,26-35,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single,7446,5K-10K,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
31,26-35,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109,Upto 5K,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
31,26-35,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,Upto 5K,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
31,26-35,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,Upto 5K,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
31,26-35,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,5K-10K,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,5K-10K,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
31,26-35,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,Upto 5K,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
31,26-35,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,5K-10K,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
31,26-35,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,5K-10K,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
31,26-35,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,5K-10K,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
31,26-35,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,5K-10K,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
31,26-35,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,5K-10K,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
31,26-35,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,Upto 5K,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
31,26-35,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,Upto 5K,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
31,26-35,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced,6583,5K-10K,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
31,26-35,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,Upto 5K,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
31,26-35,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,Upto 5K,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
31,26-35,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,5K-10K,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
31,26-35,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,5K-10K,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
31,26-35,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,Upto 5K,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
31,26-35,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,10K-15K,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
31,26-35,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,Upto 5K,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
31,26-35,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,5K-10K,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
32,26-35,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,3068,Upto 5K,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
32,26-35,No,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,21,1,Male,80,4,1,Research Scientist,2,Divorced,3298,Upto 5K,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
32,26-35,Yes,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,33,2,Female,72,1,1,Research Scientist,1,Single,3919,Upto 5K,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
32,26-35,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,5K-10K,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
32,26-35,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,6220,5K-10K,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
32,26-35,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,5K-10K,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
32,26-35,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,Upto 5K,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
32,26-35,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,Upto 5K,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
32,26-35,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,Upto 5K,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
32,26-35,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,5K-10K,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
32,26-35,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,Upto 5K,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
32,26-35,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,10K-15K,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
32,26-35,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,3931,Upto 5K,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
32,26-35,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730,Upto 5K,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
32,26-35,No,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465,Upto 5K,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
32,26-35,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,Upto 5K,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
32,26-35,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,Upto 5K,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
32,26-35,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,4,Male,91,2,2,Sales Executive,3,Married,5484,5K-10K,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
32,26-35,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,5228,5K-10K,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
32,26-35,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,5055,5K-10K,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
32,26-35,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,Upto 5K,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
32,26-35,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,Upto 5K,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
32,26-35,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,6322,5K-10K,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
32,26-35,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,5K-10K,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
32,26-35,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,10K-15K,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
32,26-35,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,5K-10K,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
32,26-35,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,5K-10K,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
32,26-35,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,Upto 5K,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
32,26-35,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,91,4,2,Research Scientist,3,Married,5175,5K-10K,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
32,26-35,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,Upto 5K,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
32,26-35,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,2,Male,48,3,2,Sales Executive,2,Married,6524,5K-10K,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
32,26-35,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,Upto 5K,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
32,26-35,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,Upto 5K,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
32,26-35,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,5K-10K,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
32,26-35,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,Upto 5K,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
32,26-35,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,Upto 5K,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
32,26-35,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,Upto 5K,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
32,26-35,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,Upto 5K,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
